id;Active (0/1);Name *;Categories;Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);SKU;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;QuantityF;Minimal quantity;Visibility;Additional shipping cost;Unity;Unit price;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);url strt;url end;image url;Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse
4632;1;Skid Plates Mx Style Yamaha;430;82.41;1;;0;;;;;0013985.090;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Black;<ul><li>YZF 450 10-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T809-090-L_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T809-090-L_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4633;1;Full Kit Ktm ;430;156.48;1;;0;;;;;0014219.010;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Orange;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T809-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T809-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4634;1;Full Kit Ktm ;430;156.48;1;;0;;;;;0014219.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4635;1;Full Kit Ktm ;430;156.48;1;;0;;;;;0014219.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>EXC-F 08-11</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4636;0;Fuel Tanks 9,1 Lt. Yamaha;430;323.15;1;;0;;;;;0015619.;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;<ul><li>YZF 450 10'-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4637;1;Led Einheiten (2 Pce);432;33.33;1;;0;;;;;0015620.;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4638;1;Screen;432;45.37;1;;0;;;;;0015621;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;For Led Vision Headlight;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4639;0;Lens;432;41.67;1;;0;;;;;0015622.;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;For Led Vision;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-111-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-111-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4640;1;Supermoto Replacement Bars;431;58.33;1;;0;;;;;0015642.;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4641;1;Rear Fender Yamaha;430;54.63;1;;0;;;;;0015655.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4642;1;Rear Fender Yamaha;430;54.63;1;;0;;;;;0015655.040;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Bleu 98;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4643;1;Rear Fender Yamaha;430;54.63;1;;0;;;;;0015655.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>YZ450 F 10-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4644;1;;430;54.63;1;;0;;;;;0015691;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;;0;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4645;1;Rear Fender Ktm;430;54.63;1;;0;;;;;0015691.010;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Orange;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4646;1;Rear Fender Ktm;430;54.63;1;;0;;;;;0015691.030;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Blanc;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4647;1;Rear Fender Ktm;430;54.63;1;;0;;;;;0015691.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>SX 125 11-</li><li>SX 150 11-</li><li>SX 250 11-</li><li>SX-F 250-11</li><li>SX-F 350 11-</li><li>SX-F 450 11-</li><li>XC 250 11-</li><li>XC 300 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4648;1;Side Air Box Panels Ktm;430;65.74;1;;0;;;;;0015692.010;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Orange;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4649;1;Side Air Box Panels Ktm;430;65.74;1;;0;;;;;0015692.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4650;1;Side Air Box Panels Ktm;430;65.74;1;;0;;;;;0015692.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>SX/SX-F 11-12</li><li>EXC/EXC-F 12/13</li><li>XC 250/350 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4651;1;Radiator Scoops Ktm;430;54.63;1;;0;;;;;0015693.010;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Orange;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-090-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-090-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4652;1;Radiator Scoops Ktm;430;54.63;1;;0;;;;;0015693.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li><li>XC 250 11/12</li><li>XC 300 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4653;1;Radiator Scoops Ktm;430;54.63;1;;0;;;;;0015693.090;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Black;<ul><li>EXC 125 12/13</li><li>EXC 200 12/13</li><li>EXC 250 2T 12/13</li><li>EXC 300 12/13</li><li>EXC 450 12/13</li><li>EXC 500 12/13</li><li>EXC-F 250 12/13</li><li>EXC-F 350 12/13</li><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li><li>XC 250 11/12</li><li>XC 300 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4654;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015699.010;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Orange;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4655;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015699.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4656;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015699.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Black;<ul><li>SX 125/150/250 12</li><li>SX-F 250/350/450 11-12</li><li>XC 250/300 12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4657;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015700.010;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Orange;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4658;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015700.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4659;1;Air Box Covers Ktm ;430;43.52;1;;0;;;;;0015700.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Black;<ul><li>SX 125/150/250 11</li><li>XC 250/300 11</li><li>EXC 125/200/250/300 12-13</li><li>EXC-F 250/350/450/500 12-13</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4660;1;Full Kit Ktm ;430;175;1;;0;;;;;0015701.010;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Orange;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4661;1;Full Kit Ktm ;430;175;1;;0;;;;;0015701.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4662;1;Full Kit Ktm ;430;175;1;;0;;;;;0015701.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>SX 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4663;1;Full Kit Ktm ;430;175;1;;0;;;;;0015702.010;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Orange;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-060-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-060-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4664;1;Full Kit Ktm ;430;175;1;;0;;;;;0015702.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4665;1;Full Kit Ktm ;430;175;1;;0;;;;;0015702.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>SX-F 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4666;1;Plastic Kit Ktm;430;125;1;;0;;;;;0015705.010;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Orange;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4667;1;Plastic Kit Ktm;430;125;1;;0;;;;;0015705.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4668;1;Plastic Kit Ktm;430;125;1;;0;;;;;0015705.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>SX 125 11/12</li><li>SX 150 11/12</li><li>SX 250 11/12</li><li>SX-F 250 4 T 11/12</li><li>SX-F 350 11/12</li><li>SX-F 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4669;1;Side Panels Honda;430;54.63;1;;0;;;;;0015706.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>CRF 250 R 11/13</li><li>CRE 450 F 11/12</li><li>CRF 450 R 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-44_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-44_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4670;1;Side Panels Honda;430;54.63;1;;0;;;;;0015706.110;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Rouge;<ul><li>CRF 250 R 11/13</li><li>CRE 450 F 11/12</li><li>CRF 450 R 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4671;1;Plastic Full Kit ;430;156.48;1;;0;;;;;0015707.030;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Blanc;<ul><li>CRF 250 11/13</li><li>CRF 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-42_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-42_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4672;0;Plastic Full Kit ;430;156.48;1;;0;;;;;0015707.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>CRF 250 11/13</li><li>CRF 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4673;1;Plastic Full Kit Original;430;156.48;1;;0;;;;;0015707.553;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Original;<ul><li>CRF 250 11/13</li><li>CRF 450 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-40_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-40_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4674;1;Plastic Kit Honda;430;125;1;;0;;;;;0015803.030;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Blanc;<ul><li>CRF 250 R 11/13</li><li>CRF 450 R 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4675;1;Plastic Kit Honda;430;125;1;;0;;;;;0015803.553;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Orginal;<ul><li>CRF 250 R 11/13</li><li>CRF 450 R 11/12</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-022-38_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-022-38_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4676;1;Skid Plates Mx Style Suzuki;430;82.41;1;;0;;;;;0015908.090;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Noir;<ul><li>SUZUKI RMZ 450 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4677;1;Skid Plates Mx Style Suzuki;430;82.41;1;;0;;;;;0015909.090;;Freidig;Acerbis;;;;;;;;1;1;1;both;;;;Noir;<ul><li>SUZUKI RMZ 250 08-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4678;1;Chain Guides Ktm;430;23.15;1;;0;;;;;0015914.090;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;;<ul><li>SX/SX-F 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4679;1;Chain Sliders Ktm;430;26.85;1;;0;;;;;0015916.010;;Freidig;Acerbis;;;;;;;;3;3;1;both;;;;Orange;<ul><li>SX/SX-F 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4680;1;Chain Sliders Husqvarna / Ktm;430;26.85;1;;0;;;;;0015916.090;;Freidig;Acerbis;;;;;;;;2;2;1;both;;;;Noir;<ul><li>HUSQVARNA:</li><li>TC 125 '14-15</li><li>TC 250 '14-16</li><li>FC 250 '14-15</li><li>FC 350 '14-15</li><li>FC 450 '14-15</li><li>TE '14-16</li><li>FE '14-16</li><li>KTM:</li><li>SX/SX-F 11-</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
4681;1;Chain Sliders Yamaha;430;26.85;1;;0;;;;;0015918.040;;Freidig;Acerbis;;;;;;;;0;0;1;both;;;;Bleu;<ul><li>YZF 250 '09-16</li><li>YZF 450 '09-16</li><li>WRF 450 '09-16</li></ul>;;;;;;In Stock;Current supply. Ordering availlable;1;2016-03-15;2016-03-15;1;http://prestashop.vs1.details.cognix-systems.net/img/import/;T763-020-46_0.jpg;http://prestashop.vs1.details.cognix-systems.net/img/import/T763-020-46_0.jpg;0;;1;new;0;0;0;0;0;0;0;0
