ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded or Price tax included;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;;;;Weight;Quantity;;;;;;Short description;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out_of_stock;Advanced stock management;ID / Name of shop\'c2\'a0\;;;Car type casque;Car couleur;Car Ecran;Car public;Car Coque;Car Etancheite;Car Goretex;Att Taille;Att Couleur;Car HighTech (ou sous cat)
10994;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir/Gris. BMW GS-modèles / Husqvarna Nuda 900.;<b>Sabot moteur SW-MOTECH</b><ul><li>Protège des projections de pierres</li><li>la partie basse est en aluminium brut de 4mm dépaisseur et la noir de 2,5mm dépaisseur.</li></ul><b>Inclus:</b><!--BL--><ul><li>sabot moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Seulement compatible en combinaison avec le sabot dorigine Suzuki ou le Crashbar SW-MOTECH <b>SBL.05.295.100</b> e.g. <b>SBL.05.296.10000/B</b></li><li>La boite à outil est disponible en accessoire <b>WZX.00.014.103</b> (pour fixer sur le sabot moteur)</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10995;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. BMW R 1200 GS (04-12) / Adventure (08-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 3 mm</li><li>Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Montage difficile ! Certaines modifications sont nécessaires</li><li>Accessoire : Boite à outils pour sabot moteur <b>WZX.00.014.103</b> à visser sur le sabot moteur</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10996;;Extension de protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. BMW R 1200 GS (08-12).;<b><p>Extension de protection moteur SW-MOTECH</b></p><ul><li>Protection du moteur contre les pierres et autres projections</li><li>à fixer sur la béquille centrale</li><li>Protège le bras oscillant</li><li>Aluminium de 3 mm </li><li>alu anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>extension de protection moteur</li><li>Matériel de montage </li><li>Notice de montage </li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10997;;Protection de cylindre;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Par paire. BMW R1200 R/ ST / GS / Adventure;<b>Protection de carter</b> <br> <br>pour le moteur Boxer.<br> Spécialement conçu pour ce moteur <br> avec la plus grande précision. Une combinaison de pièces découpées au laser et <br> daluminium brossé avec un usinage CNC, Noir anodisé.<br> <br><b> Inclus:</b><br> <!--BL--><ul> <li>2 protections</li> <li>Matériel de montage</li> <li>Notice de montage<br> </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10998;;Protection de cylindre;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Par paire. BMW R1200 R / GS / Adventure;<b>Protection de carter</b> <br> <br>pour le moteur Boxer.<br> Spécialement conçu pour ce moteur <br> avec la plus grande précision. Une combinaison de pièces découpées au laser et <br> daluminium brossé avec un usinage CNC, Noir anodisé.<br> <br><b> Inclus:</b><br> <!--BL--><ul> <li>2 protections</li> <li>Matériel de montage</li> <li>Notice de montage<br> </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10999;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. BMW F650GS / G650GS / G650GS Sertao;<b>Sabot moteur SW-MOTECH</b><ul><li>Protège des projections de pierres</li><li>la partie basse est en aluminium brut de 4mm dépaisseur et la noir de 2,5mm dépaisseur.</li></ul><b>Inclus:</b><!--BL--><ul><li>sabot moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Seulement compatible en combinaison avec le sabot dorigine Suzuki ou le Crashbar SW-MOTECH <b>SBL.05.295.100</b> e.g. <b>SBL.05.296.10000/B</b></li><li>La boite à outil est disponible en accessoire <b>WZX.00.014.103</b> (pour fixer sur le sabot moteur)</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11000;;Extension avant de protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir / Couleur gris métal. BMW R 1200 GS (13-).;<b>Protection de moteur avant</b><br><br>Extension de sabot moteur avant de 130 mm. Protège des projections de pierre.<br>Aluminium de 3 mm dépaisseur de couleur Noir anodisé.<br>Se monte avec ou en complément de la protection moteur SW-MOTECH.<br><br><b>Inclus:</b><!--BL--><ul><li>Protection de moteur avant</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11001;;Protection de cylindre;;;;;;;;;;;;;;;;;;;;;;;;;;;BMW R 1200 GS LC / Adventure / R 1200 RT.;<b>Protection de carter</b> <br> <br>pour le moteur Boxer.<br> Spécialement conçu pour ce moteur <br> avec la plus grande précision. Une combinaison de pièces découpées au laser et <br> daluminium brossé avec un usinage CNC anodisé.<br> <br><b> Inclus:</b><br> <!--BL--><ul> <li>2 protections</li> <li>Matériel de montage</li> <li>Notice de montage<br> </li> </ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11002;;Extension de protec. moteur pour béquille centrale;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. BMW R 1200 GS (13-).;<b>Extension de protection moteur SW-MOTECH</b><br><br>Pour béquille centrale<ul><li>Pour protéger votre moto des pierres</li><li> se fixe sur la béquille centrale/li><li>Protège la ligne déchappement et le bras oscillant</li><li>Aluminium de 3 mm</li><li>Surface Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>extension de protection moteur </li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11003;;Extension de protec. moteur pour béquille centrale;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. BMW R 1200 GS (13-).;<b>Extension de protection moteur SW-MOTECH</b><br><br>Pour béquille centrale<ul><li>Pour protéger votre moto des pierres</li><li> se fixe sur la béquille centrale/li><li>Protège la ligne déchappement et le bras oscillant</li><li>Aluminium de 3 mm</li><li>Surface Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>extension de protection moteur </li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11004;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. Kawasaki Versys 1000 (12-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 3 mm</li><li>Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Montage difficile ! Certaines modifications sont nécessaires</li><li>Accessoire : Boite à outils pour sabot moteur <b>WZX.00.014.103</b> à visser sur le sabot moteur</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11005;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Couleur gris métal. Kawasaki KLR 650 (08-).;<b>Sabot de protection moteur SW-MOTECH</b><ul><li>Très efficace contre les projections de pierre et autre chocs</li><li>En aluminium de 4 mm Gris</li></ul><b>Inclus:</b><!--BL--><ul><li>Sabot</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Option possible - Boite à outils <b>WZX.00.014.10000/S</b> Disponible</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11006;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KAWASAKI Versys 650 (07-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 3 mm</li><li>Détails découpés au laser</li><li>Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11007;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Triumph Tiger 1200 Explorer (11-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 4 mm</li><li>Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Boite à outils pour sabot moteur <b>WZX.00.014.103</b> à visser sur le sabot moteur</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11008;;Extension de protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Triumph Tiger 1200 Explorer (11-);<b><p>Extension de protection moteur SW-MOTECH</b></p><ul><li>Protection du moteur contre les pierres et autres projections</li><li>Pour fixer sur le Crashbar SW-MOTECH</li><li>Protège la ligne déchappement</li><li>Aluminium de 3 mm </li><li>Couleur : gris</li></ul><b>Inclus:</b><!--BL--><ul><li>Extasions de protection moteur</li><li>Matériel de montage </li><li>Notice de montage </li></ul><!--EL--><b>Attention:</b><ul><li>Compatible uniquement avec <br> le Crashbar SW-MOTECH et la protection moteur.</li></ul>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11009;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. TRIUMPH Tiger 1050 / SE (06-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 3 mm</li><li>Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Boite à outils pour sabot moteur <b>WZX.00.014.103</b> à visser sur le sabot moteur</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11010;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Triumph Tiger 800 / 800 XC (10-);<b>Sabot moteur SW-MOTECH</b><ul><li>Protège des projections de pierres</li><li>la partie basse est en aluminium brut de 4mm dépaisseur et la noir de 2,5mm dépaisseur.</li></ul><b>Inclus:</b><!--BL--><ul><li>sabot moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Seulement compatible en combinaison avec le sabot dorigine Suzuki ou le Crashbar SW-MOTECH <b>SBL.05.295.100</b> e.g. <b>SBL.05.296.10000/B</b></li><li>La boite à outil est disponible en accessoire <b>WZX.00.014.103</b> (pour fixer sur le sabot moteur)</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11011;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Gris. Ducati Multistrada 1200 / S (10-);<b>Protection moteur SW-MOTECH</b><ul><li>Protection efficace des pierres et projections</li><li>En aluminium de 3 mm</li><li>Avec détails découpés au laser</li><li>Aluminium brossé</li></ul><b>Inclus:</b><!--BL--><ul><li>Protection moteur</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11012;;Protection de moteur;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir / Gris. Ducati Hyperstrada / Hypermotard.;<b>Sabot de protection moteur SW-MOTECH</b><ul><li>Très efficace contre les projections de pierre et autre chocs</li><li>Sabot en aluminium de 4 mm Gris et de protection latéral en aluminium noir de 2,5 mm</li></ul><b>Inclus:</b><!--BL--><ul><li>Sabot</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Option possible - Boite à outils <b>WZX.00.014.10000/S</b> Disponible</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11013;;Feux additionnels anti-brouillard HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Phare antibrouillard avec câble/mtg. Par paire.;<b>Feux antibrouillard SW-MOTECH</b><ul><li>Améliore considérablement la visibilité dans le brouillard et sous la pluie</li><li>Ampoule H3, 55W </li><li>Traitement de surface Noir aluminium</li><li>Livré complet</li></ul><b>Inclus:</b><!--BL--><ul><li>2 feux antibrouillard</li><li>1 câble avec fusible</li><li>1 interrupteur avec fusible</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Une fixation pour Crashbar</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11014;;Feux additionnels tout-terrain HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Phare Off-road  par sw./avec câblage /  Par paire.;<b>Feux additionnels Offroad SW-MOTECH</b><ul><li>Feux longue portée</li><li>Feux ellipsoïdaux avec ampoule H3, 55W</li><li>Traitement de surface Noir aluminium</li><li>Livré complet</li></ul><b>Inclus:</b><!--BL--><ul><li>2 feux</li><li>1 câblage avec fusible</li><li>1 interrupteur</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Support de feux pour fixation sur les Crashbar (par exemples)</li><li>Non homologuée en Europe sur la voie publique.</li></ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11015;;Protection pour phares additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Aluminium. Noir. Par paire. Pour feux Off-Road.;<b>Protection de lentilles de phares HAWK</b> <ul><li>Protection contre les projections</li><li>Pour les feux antibrouillard HAWK et les feux Offroad</li><li>en aluminium noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 protections</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11016;;Feux additionnels tout-terrain LED HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Phare Off-road  par sw./avec câblage /  Par paire.;<b>Feux Offroad à LED SW-MOTECH</b> <ul><li>Pour une vision à longue portée</li><li>LED 12V / 10W</li><li>Corps avec Traitement de surface Gris aluminium </li><li>Protection en acier avec visserie spécifique</li><li>avec le matériel de montage</li></ul><b>Inclus:</b><!--BL--><ul><li>2 feux antibrouillard</li><li>1 câble avec fusible</li><li>1 interrupteur pour guidon</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Support de feux antibrouillard, pour une installation sur les Crashbar</li><li>Avec ECE certification</li><li>Note: Non homologué en Europe sur la route</ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11017;;Feux additionnels anti-brouillard LED HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Par paire. Avec interrupteur et fixation;<b>Feux antibrouillard à LED SW-MOTECH</b> <ul><li>Feux LED avec Blanche (12V / 10W)</li><li>Boitier avec traitement de surface Noir en aluminium </li><li>Protection en acier avec visserie spécifique</li><li>Avec le matériel de montage</li></ul><b>Inclus:</b><!--BL--><ul><li>2 feux antibrouillard</li><li>1 câble avec fusible</li><li>1 interrupteur pour guidon</li><li>Notice de montage</li></ul><!--EL--><b>Caractéristiques:</b><!--BB--><ul><li>Accessoire : Support de feux antibrouillard, pour une installation sur les Crashbar</li><li>Avec ECE certification</li><li>Note: Les feux antibrouillard doivent être montés selon la documentation</ul><!--EB-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11018;;Fixations pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. pour Crashbars ø 22, 26, 27, 28 mm.;<b>Support universel de feux additionnels SW-MOTECH</b> <ul><li>Spécialement pour les antibrouillard HAWK et les feux Offroad</li><li>Montage sur les Crashbar ou dautres parties avec un diamètre adapté </li><li>En Nylon renforcé</li><li>Avec fixation pour 22 mm, 26 mm, 27 mm et 28 mm</li><li>Couleur: Noir</li></ul><b>Inclus:</b><!--BL--><ul><li>2 support</li><li>4 caoutchoucs de protection</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11019;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda Africa Twin XRV 750;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11020;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda Transalp XL 700 V;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11021;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda Varadero XL 1000 V (07-).;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11022;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda Crosstourer (12-);<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11023;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Honda CB 500 X (13-).;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11024;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM LC8 990;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11025;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM 990 SMT.;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11026;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. KTM 1190 Adventure / R (13-).;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11027;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Suzuki DL1000 / 650. Kawasaki KLV 1000;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11028;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. SUZUKI DL 650 V-Strom (11-).;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11029;;Support pour feux additionnels HAWK;;;;;;;;;;;;;;;;;;;;;;;;;;;Noir. Yamaha Tenere XT 660 Z;<b>Support des feux HAWK SW-MOTECH</b><ul>Spécialement conçu pour les feux HAWK<br><li>Pour les feux antibrouillard HAWK: <a href=http://sw-bc.com/en/4052572010976.htm><u><b>NSW.00.004.10100/B</u></a> / <a href=http://sw-bc.com/en/4052572010983.htm><u>NSW.00.004.10100/S</b></u></a><br> <li>Feux Offroad : <a href=http://sw-bc.com/en/4052572010990.htm><u><b>NSW.00.004.10200/B</u></a> / <a href=http://sw-bc.com/en/4052572011003.htm><u>NSW.00.004.10200/S</b></u></a></li><li>à fixer sur les points de fixation de votre moto</li><li>Couleur: Noir anodisé</li></ul><b>Inclus:</b><!--BL--><ul><li>2 supports</li><li>Matériel de montage</li><li>Notice de montage</li></ul><!--EL-->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
