id;Name *;SKU;Name *;SKU;Short description;Description;Text when in stock;Text when backorder allowed
9509;ALU-RACK;GPT.06.281.100/B;ALU-RACK;GPT.06.281.100/B;Schwarz. Yamaha XT 660 X / R (04-09).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekanntet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9510;ALU-RACK;GPT.06.313.100/B;ALU-RACK;GPT.06.313.100/B;Schwarz. Yamaha FZ 6 (03-06) FZ 6 / Fazer (06-10).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekanntet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achtung!</strong><ul><li> Nur geeignet für Modell mit verschraubter Fußrastenanlage<br></li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9511;ALU-RACK;GPT.06.354.100/S;ALU-RACK;GPT.06.354.100/S;Silber. Yamaha FJR 1300 (00-05).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9512;ALU-RACK;GPT.06.453.15000/B;ALU-RACK;GPT.06.453.15000/B;Schwarz. Yamaha MT-09 (13-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette des Motorrades</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Achuntg:</strong><br>Nicht für Modelle Street Rally und Sport Tracker.;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9513;ALU-RACK;GPT.06.479.15000/B;ALU-RACK;GPT.06.479.15000/B;Schwarz. Yamaha XJ-6 / Diversion / Diversion F.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Yamaha XJ-6</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9514;ALU-RACK;GPT.06.498.100/S;ALU-RACK;GPT.06.498.100/S;Silber. Yamaha FJR 1300 (06-07).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9515;ALU-RACK;GPT.06.506.15000/B;ALU-RACK;GPT.06.506.15000/B;Schwarz. Yamaha MT-07 (14-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette des Motorrades</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung <strong><i>(GPT.00.152.43001/B)</i></strong></li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: Mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9516;SEAT-RACK;GPT.06.506.40000/B;SEAT-RACK;GPT.06.506.40000/B;Schwarz. Yamaha MT-07 (14-) / Moto Cage (15-).;<strong>SW-MOTECH SEAT-RACK</strong><br><ul><li>Passgenaues <strong>SEAT-RACK</strong> für den Soziussitz bietet vielseitige Verzurrmöglichkeiten</li><li>Perfekte Anpassung an Soziussitz durch spezielle Moosgummidichtung (9mm - 15mm) und individuelle Modellzuweisung</li><li>Lochbild angepasst für die Verwendung von handelsübglichen/gängigen Gurten</li><li>Abnehmbar mit Originalschlüssel durch gleichen Schließmechanismus</li><li>Schnelle und einfache (De-) Montage</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>SEAT-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9517;ALU-RACK;GPT.06.525.15000/B;ALU-RACK;GPT.06.525.15000/B;Schwarz. Yamaha MT-09 Tracer (14-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette des Motorrades</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung <strong><i>(GPT.00.152.43001/B)</i></strong></li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: Mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9518;ALU-RACK;GPT.06.541.15000/B;ALU-RACK;GPT.06.541.15000/B;Schwarz. Yamaha FZ 1 / Fazer.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Yamaha FZ 1</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwändig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Hinweis</strong><ul><li>Nicht zusammen mit BLAZE® Satteltaschen-Set verwendbar</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9519;ALU-RACK;GPT.06.546.15000/B;ALU-RACK;GPT.06.546.15000/B;Schwarz. Yamaha MT-03 (05-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Yamaha MT-03</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9520;ALU-RACK;GPT.06.569.15000/B;ALU-RACK;GPT.06.569.15000/B;Schwarz. Yamaha XT 660 Z Ténéré (07-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der Yamaha XT 660 Z Ténéré</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9521;STEEL-RACK;GPT.06.569.20002/B;STEEL-RACK;GPT.06.569.20002/B;Schwarz. Yamaha XT 660 Z Tenere (07-).;<strong><p>SW-MOTECH STEEL-RACK</strong></p><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9522;ALU-RACK;GPT.07.186.10000/B;ALU-RACK;GPT.07.186.10000/B;Schwarz. BMW R 1200 R (11-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9523;ALU-RACK;GPT.07.306.15000/B;ALU-RACK;GPT.07.306.15000/B;Schwarz. BMW F 800 S / ST / R / GT.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW F 800 S / R / ST / GT</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9524;ALU-RACK;GPT.07.337.15000/S;ALU-RACK;GPT.07.337.15000/S;Silber. BMW R 1150/R 1100 GS.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1150/R 1100 GS</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9525;STEEL-RACK;GPT.07.337.20002/B;STEEL-RACK;GPT.07.337.20002/B;Schwarz. BMW R1150 / R1100 GS.;<strong><p>SW-MOTECH STEEL-RACK</strong></p><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9526;ALU-RACK;GPT.07.345.100/B;ALU-RACK;GPT.07.345.100/B;Schwarz. BMW R 1150 R (04-06);<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9527;ALU-RACK;GPT.07.352.15000/S;ALU-RACK;GPT.07.352.15000/S;Silber. BMW R 1200 GS.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1200 GS</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9528;STEEL-RACK;GPT.07.352.20002/B;STEEL-RACK;GPT.07.352.20002/B;Schwarz. BMW R 1200 GS (04-12).;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9529;ALU-RACK;GPT.07.353.100/S;ALU-RACK;GPT.07.353.100/S;Silber. BMW F 650 GS / Dakar, G 650 GS / Sertao.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9530;STEEL-RACK;GPT.07.353.20002/B;STEEL-RACK;GPT.07.353.20002/B;Schwarz. BMW F650GS/Dakar, G650GS/Sertao.;<strong><p>SW-MOTECH STEEL-RACK</p></strong><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9531;ALU-RACK;GPT.07.361.15000/B;ALU-RACK;GPT.07.361.15000/B;Schwarz. BMW K 1200 S (05-08) K 1300 S (09-);<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW K 1200 S + K 1300 S</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9532;ALU-RACK;GPT.07.375.100/S;ALU-RACK;GPT.07.375.100/S;Silber. BMW F 650 CS Scarver (02-06).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9533;ALU-RACK;GPT.07.411.15000/B;ALU-RACK;GPT.07.411.15000/B;Schwarz. BMW K 1200 R, K 1300 R, K 1200 R Sport.;<strong>W-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW K 1200 R + K 1300 R</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9534;ALU-RACK;GPT.07.550.100/S;ALU-RACK;GPT.07.550.100/S;Silber. BMW R 1200 ST (05-09).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert und CNC-gekantet aus hochfester Aluminium-Legierung</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Silber</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9535;ALU-RACK;GPT.07.558.15000/B;ALU-RACK;GPT.07.558.15000/B;Schwarz. BMW F 650/700/800 GS.;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW F 800/650 GS</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9536;STEEL-RACK;GPT.07.558.20003/B;STEEL-RACK;GPT.07.558.20003/B;Schwarz. BMW F 800 / 700 / 650 GS (08-).;<p>SW-MOTECH STEEL-RACK</p><ul><li>STEEL-RACK zur Befestigung von Gepäck z.B. Topcase</li><li>Zum Erscheinungsbild des Motorrades passend</li><li>Gelasert aus stabilem Stahl</li><li>Hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet</li><li>Farbe: Schwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>STEEL-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul><br><strong>Besonderheiten:</strong><ul><li>T-RaY Topcase kann ohne weitere Adapter direkt montiert werden. Für TraX® Topcase ist ein zusätzlicher Adapter notwendig.</li></ul><br><strong>Achtung!</strong><ul><li>Passt nicht in Verbindung mit original BMW Kofferträger.</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9537;ALU-RACK;GPT.07.573.15000/B;ALU-RACK;GPT.07.573.15000/B;Schwarz. BMW R1200R / R1200RS (15-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette der BMW R 1200 R</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung</li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9538;ALU-RACK für Original Gepäckbrücke;GPT.07.592.15000/B;ALU-RACK für Original Gepäckbrücke;GPT.07.592.15000/B;Schwarz. BMW S 1000 XR (15-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Zur Befestigung auf der original Gepäckbrücke</li><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette des Motorrades</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung <strong><i>(GPT.00.152.43001/B)</i></strong></li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: Mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9539;ALU-RACK;GPT.07.592.15100/B;ALU-RACK;GPT.07.592.15100/B;Schwarz. BMW S 1000 XR (15-).;<strong>SW-MOTECH ALU-RACK</strong><ul><li>Formschönes ALU-RACK zur Befestigung von Gepäck z. B. Topcase diverser Hersteller</li><li>Perfekt abgestimmt auf die Silhouette des Motorrades</li><li>Verwendbar mit QUICK-LOCK Topcase Adapter oder QUICK-LOCK Gepäckbrückenerweiterung <strong><i>(GPT.00.152.43001/B)</i></strong></li><li>Aufwendig gelasert aus hochfester Aluminium-Legierung</li><li>Mit neuem Design und Fase</li><li>Sehr hohe Funktionalität und Stabilität</li><li>Oberfläche pulverbeschichtet als wirksamer Korrosionsschutz</li><li>Farbe: Mattschwarz</li></ul><br><strong>Lieferumfang:</strong><ul><li>ALU-RACK</li><li>Installationsmaterial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
